Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Technology News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E15 - Guiding a Safe Future for AI Pt 2 - 10.23 - 11.15,Demand Gen,"Oct 23, 2025","Nov 15, 2025",Technology News and Trends,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Technology,Affinity segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Business Services › Business Technology › Network Systems & Services,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Demand Gen - WTM - Huaiyiang - 12.15.2025 - 12.25.2025,Demand Gen,"Dec 15, 2025","Dec 25, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,In-market segment,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Computer Programming,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Computer Science Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Computer Science Training,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Drone Technology,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Drones,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Structured Classroom Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 4 Drones - 5.9.2024 - 6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Youtube Subscribers,YouTube users,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Highest Level of Educational Attainment › High School Graduate,Detailed demographics,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Bridge Construction Services,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Bridge Design and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Design Engineering Services and Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education Websites,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Engineering Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Engineering Firms,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Engineering Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Mechanical Engineering,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 2 Bridges  - 4.8.2024 - 5.8.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",infrastructure development and systems,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Vehicles & Transportation,Affinity segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Autos & Vehicles › Motor Vehicles › Motor Vehicles by Brand › Tesla Motors,In-market segment,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Electric Cars,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Electric Vehicles,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Hybrid Cars,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Services › Business Technology › Network Systems & Services,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Archaeology Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Archaeology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",T-Rex,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Value of College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education,In-market segment,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Education › Current College Students,Detailed demographics,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Academic Journals,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Bill Nye the Science Guy Videos,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Careers in Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 5 Automated Science - 5.9.2024-6.9.2024 #2,Demand Gen,"Jan 24, 2026","Feb 15, 2026",Chemical Analysis,Custom intent segment: auto-created,0,0,0,0
