Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Technology,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",AI Website Users - 30 day,Website visitors,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",All visitors (AdWords),Website visitors,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Youtube Subscribers,YouTube users,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,"Feb 6, 2025","Jun 30, 2025",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Technology,Affinity segment,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,"Mar 18, 2025","Mar 22, 2025",Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,"Apr 1, 2025","May 1, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,"Apr 10, 2025","May 10, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Lifestyles & Hobbies › Art & Theater Aficionados,Affinity segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Education › Post-Secondary Education › Arts & Design Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Home & Garden › Home Decor › Fine Art,In-market segment,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Musical Theater,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Performing Arts Schools & Theaters,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Theater Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Theater Plays in New York City,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Theatre Shows and Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Tony Award Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E3 - What’s Next for Theater Arts - 4.29-5.29,Demand Gen,"Apr 29, 2025","May 29, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E4 - Deepseek -  5.9-6.9,Demand Gen,"May 9, 2025","Jun 9, 2025",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Economic News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Educational Math Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Mathematics Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",US Economy Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E5 - Game Theory Pt. 1 - 5.22 - 6.22,Demand Gen,"May 22, 2025","Jun 22, 2025",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Economic News,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Educational Math Software,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Mathematics Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",US Economy Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E6 - Game Theory Pt. 2 - 6.5-7.5,Demand Gen,"Jun 5, 2025","Jul 5, 2025",University Education,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Lifestyles & Hobbies › Art & Theater Aficionados,Affinity segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Event Tickets › Performing Arts Tickets › Broadway & Theater Tickets,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Education,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Event Tickets › Performing Arts Tickets,In-market segment,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Acting Schools,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",American Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",College and Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Musical Theatre Training and Schools,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Performing Arts Educational Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Performing Arts Schools & Theaters,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Theater Companies,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Theatre Shows and Plays,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Theatres,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",University,Custom intent segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Information on Success in College,Custom affinity segment: auto-created,0,0,0,0
UCM - Tony Awards - 6.5-6.9,Display,"Jun 5, 2025","Dec 31, 2037",Value of College Education,Custom affinity segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Technology,Affinity segment,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Education › Highest Level of Educational Attainment › Advanced Degree,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",College and Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Organizational Psychology Masters Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Psychology Degree Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Psychology Programs,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E7 -  Stress - 6.20-7.20,Demand Gen,"Jun 20, 2025","Jul 20, 2025",University,Custom intent segment: auto-created,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",News & Politics › Avid News Readers,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Technology › Mobile Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",News & Politics,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Technology › Social Media Enthusiasts,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Technology,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Business Creation,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Business Creation › Recently Started a Business,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Business Creation › Starting a Business Soon,Life event,0,0,0,0
UCM - Work That Matters Awareness - Video - 7.8-9.30,Demand Gen,"Jul 8, 2025","Sep 30, 2025",Work that matters,Custom segment,0,0,0,0
