Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign Group End Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Carousel Card,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Card Impressions,Card Clicks,Card Click Through Rate,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Total Video Watch Time (in Seconds),Average Video Watch Time (in Seconds),Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Member Follows,Clicks to Member Profile,Qualified Leads,Cost Per Qualified Lead,Average Dwell Time (in Seconds),Subscriptions,Viral Subscriptions
8/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728879793,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,106814,58,0.05%,5.61,10.34,,,,0,0,0,0,0,0,58,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,100738,47139,44.13%,67291,58514,52681,47357,44.34%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,58,0,0,0%,0,0,0,0,0,9.782523571,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728879793,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,57942,27,0.05%,4.84,10.38,,,,0,0,0,0,1,1,27,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,58602,24027,41.47%,37654,32394,28522,25847,44.61%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,26,0,0,0%,0,0,0,0,0,10.34768531,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728879793,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,25935,5,0.02%,3.29,17.09,,,,0,0,0,0,0,0,5,0.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,26027,15675,60.44%,19866,15461,13396,12073,46.55%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,5,0,0,0%,0,0,0,0,0,10.69521008,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728879793,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,83503,22,0.03%,3.34,12.68,,,,0,0,0,0,0,0,22,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,83500,47423,56.79%,68623,57160,50046,44128,52.85%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,21,0,0,0%,0,0,0,0,0,11.04538445,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728879793,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,22657,6,0.03%,3.89,14.68,,,,0,0,0,0,0,0,6,0.03%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22472,12810,56.54%,18112,15111,13239,11682,51.56%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,6,0,0,0%,0,0,0,0,0,11.26125933,0,0
7/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,19651,23,0.12%,7.72,6.6,,,,0,0,0,0,6,6,23,0.12%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,17236,10015,50.96%,10885,9219,8164,7215,36.72%,0,0,0,0.02,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,16,1,0,0%,0,0,0,0,0,8.370444706,0,0
8/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,23501,20,0.09%,7.25,8.51,,,,1,0,0,0,4,5,20,0.09%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22121,11361,48.34%,13567,11465,10118,8987,38.24%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,14,0,0,0%,0,0,0,0,0,8.493322947,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,41901,30,0.07%,5.91,8.25,,,,0,0,0,0,3,3,31,0.07%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,42142,20642,49.26%,27360,23115,20104,17859,42.62%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,28,0,0,0%,0,0,0,0,0,10.03473308,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,79962,42,0.05%,4.32,8.23,,,,0,0,0,0,0,0,42,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,78366,35458,44.34%,53387,44871,38864,34372,42.99%,0,0,2,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,42,0,0,0%,0,0,0,0,0,10.86534219,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,32668,23,0.07%,4.81,6.83,,,,0,0,0,0,0,0,23,0.07%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,31636,16639,50.93%,22990,18812,15838,13055,39.96%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,23,0,0,0%,0,0,0,0,0,10.42838143,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,2025 CMU Brand Anthem 15 sec 9x16,728889953,Active,"Carnegie Mellon University is where researchers, scholars and artists come together to ask bold questions, solve complex problems and make real change. ",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_ble&utm_term=0,DSC,2025 CMU Brand Anthem 15 sec 9x16,15,,36951,14,0.04%,6.14,16.21,,,,1,0,0,0,1,2,15,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,36210,18716,50.65%,26489,21699,18573,15669,42.41%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,13,0,0,0%,0,0,0,0,0,10.57055208,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776779754,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,14668,6,0.04%,4.03,9.85,,,,0,0,0,0,0,0,6,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,14687,7605,51.85%,8136,5847,4934,3540,24.13%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,6,0,0,0%,0,0,0,0,0,16.22904494,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776779754,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,36713,13,0.04%,3.27,9.24,,,,0,0,0,0,0,0,13,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,36763,20784,56.61%,23529,16836,14005,10346,28.18%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,13,0,0,0%,0,0,0,0,0,18.74229493,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776779754,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,15306,3,0.02%,3.36,17.16,,,,0,0,0,0,0,0,3,0.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,15317,8895,58.11%,10144,6580,5125,3954,25.83%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,3,0,0,0%,0,0,0,0,0,17.14823992,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776779754,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,94406,61,0.07%,3.23,5,,,,0,0,0,0,0,0,61,0.07%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,94123,53204,56.36%,60277,38352,29138,23129,24.50%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,61,0,0,0%,0,0,0,0,0,17.35535543,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776879474,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,4226,2,0.05%,4.97,10.5,,,,0,0,0,0,0,0,2,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,4235,2674,63.28%,2447,1896,1602,1015,24.02%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,18.10769916,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776879474,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,62081,34,0.06%,4.45,8.12,,,,0,0,0,0,0,0,34,0.06%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,62288,30308,48.82%,34471,26290,22464,16622,26.78%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,34,0,0,0%,0,0,0,0,0,17.45084616,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776879474,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,10509,2,0.02%,4.7,24.71,,,,0,0,0,0,0,0,2,0.02%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,10516,5536,52.68%,6196,4463,3523,2801,26.65%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,17.40791045,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776879474,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,14225,20,0.14%,6.76,4.81,,,,3,0,0,0,9,12,21,0.15%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,14471,7856,55.23%,7907,5381,4311,3173,22.31%,0,0,3,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,7,0,0,0%,0,0,0,0,0,14.77607594,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776930924,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,8015,5,0.06%,5.15,8.25,,,,0,0,0,0,0,0,5,0.06%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,8027,4575,57.08%,4377,3227,2787,1982,24.73%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,5,0,0,0%,0,0,0,0,0,17.12016788,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776930924,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,22918,10,0.04%,4.24,9.72,,,,0,0,0,0,1,1,10,0.04%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,22950,11855,51.73%,12725,9758,8285,6158,26.87%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,9,0,0,0%,0,0,0,0,0,16.49609381,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776930924,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,17347,8,0.05%,4.39,9.51,,,,0,0,0,0,0,0,8,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,17333,10390,59.90%,10224,7160,5683,4202,24.22%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,8,0,0,0%,0,0,0,0,0,17.45982006,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406080423,CMU + Community,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,776930924,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,60725,49,0.08%,6.72,8.32,,,,0,0,0,0,12,12,50,0.08%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,61124,31245,51.45%,34105,24484,19489,15162,24.97%,0,0,5,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,36,2,0,0%,0,0,0,0,0,16.13929725,0,0
9/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,777000214,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,21076,11,0.05%,3.98,7.63,,,,0,0,0,0,0,0,11,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,21140,11306,53.64%,12171,8991,7632,5654,26.83%,0,0,0,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,11,0,0,0%,0,0,0,0,0,16.17087114,0,0
10/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,777000214,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,79443,47,0.06%,3.31,5.59,,,,0,0,0,0,0,0,47,0.06%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,79456,43460,54.71%,50034,35631,29860,23163,29.16%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,47,0,0,0%,0,0,0,0,0,17.32800386,0,0
11/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,777000214,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,130691,66,0.05%,3.31,6.56,,,,0,0,0,0,0,0,66,0.05%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,130825,73913,56.56%,84330,56551,44545,35192,26.93%,0,0,2,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,66,0,0,0%,0,0,0,0,0,18.08419088,0,0
12/1/25,Carnegie Mellon University,USD,756777213,UCM - Work That Matters Anthem - LinkedIn - 7.10-12.31,Paused,7/10/25,12/31/25,406090053,CMU + Government Funding,Brand awareness,Sponsored Update,Completed,CPM,7/10/25,12/31/25,Ramayya Krishnan,777000214,Active,"At Carnegie Mellon, 'What if' drives innovation—advancing AI, design & tech to shape a better future. Explore how you can be part of what's next.",Where What If Becomes What's Next,,https://www.cmu.edu/work-that-matters/?utm_campaign=research-impact&utm_source=li&utm_medium=video&utm_content=general_cmu&utm_term=0,DSC,Ramayya Krishnan,30,,118447,68,0.06%,3.67,6.39,,,,0,0,0,0,0,0,68,0.06%,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0%,0,118496,64418,54.39%,74425,48489,37628,30220,25.51%,0,0,1,0.01,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,68,0,0,0%,0,0,0,0,0,17.71791258,0,0
